,0,1
myelogenous,1.0,1.25e-06
cml,17.0,2.125e-05
chromosomal,1.0,1.25e-06
abl,27.0,3.375e-05
tyrosine,11.0,1.375e-05
chimeric,1.0,1.25e-06
constitutively,2.0,2.5e-06
implicated,6.0,7.5e-06
pathogenesis,3.0,3.75e-06
cytotoxic,1.0,1.25e-06
busulfan,1.0,1.25e-06
hydroxyurea,1.0,1.25e-06
missense,1.0,1.25e-06
mutations,25.0,3.125e-05
chemotherapies,2.0,2.5e-06
encodes,3.0,3.75e-06
kinases,14.0,1.75e-05
disadvantage,1.0,1.25e-06
intolerance,6.0,7.5e-06
rational,5.0,6.25e-06
pyrimidine,2.0,2.5e-06
imidazole,2.0,2.5e-06
benzamido,1.0,1.25e-06
methyl,3.0,3.75e-06
ortho,1.0,1.25e-06
crystallographic,2.0,2.5e-06
binds,12.0,1.5e-05
occludes,1.0,1.25e-06
disrupts,1.0,1.25e-06
stabilizes,1.0,1.25e-06
hydroxyl,2.0,2.5e-06
carboxylate,2.0,2.5e-06
carbonyl,3.0,3.75e-06
protonated,2.0,2.5e-06
hydrophobic,10.0,1.25e-05
residues,3.0,3.75e-06
phenyl,3.0,3.75e-06
relapse,4.0,5e-06
hematologic,1.0,1.25e-06
cytogenic,1.0,1.25e-06
milestones,2.0,2.5e-06
secondarily,1.0,1.25e-06
retrospective,2.0,2.5e-06
influencing,1.0,1.25e-06
efflux,5.0,6.25e-06
pathogenic,1.0,1.25e-06
duplicated,1.0,1.25e-06
surmount,1.0,1.25e-06
intolerable,1.0,1.25e-06
conformational,4.0,5e-06
mutational,1.0,1.25e-06
mutation,10.0,1.25e-05
sh,1.0,1.25e-06
lobe,1.0,1.25e-06
cytosine,1.0,1.25e-06
thymine,1.0,1.25e-06
substitution,4.0,5e-06
codon,1.0,1.25e-06
threonine,1.0,1.25e-06
isoleucine,2.0,2.5e-06
eliminates,1.0,1.25e-06
bonding,2.0,2.5e-06
steric,6.0,7.5e-06
hindrance,1.0,1.25e-06
mutated,5.0,6.25e-06
loops,6.0,7.5e-06
destabilize,2.0,2.5e-06
postulated,1.0,1.25e-06
susceptibility,1.0,1.25e-06
cation,1.0,1.25e-06
bioavailability,1.0,1.25e-06
polymorphisms,1.0,1.25e-06
intolerant,2.0,2.5e-06
duplication,1.0,1.25e-06
structurally,2.0,2.5e-06
potent,12.0,1.5e-05
synergistic,1.0,1.25e-06
coadministration,1.0,1.25e-06
amido,1.0,1.25e-06
anilino,1.0,1.25e-06
gatekeeper,2.0,2.5e-06
ineffectiveness,1.0,1.25e-06
immunosuppressive,1.0,1.25e-06
inhibitory,7.0,8.75e-06
dissimilarities,1.0,1.25e-06
conformations,2.0,2.5e-06
pumps,1.0,1.25e-06
quinoline,1.0,1.25e-06
quinazoline,1.0,1.25e-06
solubilizing,2.0,2.5e-06
ic,1.0,1.25e-06
inhibition,2.0,2.5e-06
transporters,1.0,1.25e-06
orally,1.0,1.25e-06
trisubstituted,1.0,1.25e-06
purine,7.0,8.75e-06
analogs,1.0,1.25e-06
potently,1.0,1.25e-06
cored,1.0,1.25e-06
templates,2.0,2.5e-06
glycine,1.0,1.25e-06
assays,1.0,1.25e-06
amide,2.0,2.5e-06
pharmacokinetics,6.0,7.5e-06
appendages,1.0,1.25e-06
docking,3.0,3.75e-06
sterically,2.0,2.5e-06
acetylene,1.0,1.25e-06
cyclopropane,1.0,1.25e-06
piperazine,3.0,3.75e-06
pharmacokinetic,1.0,1.25e-06
doses,1.0,1.25e-06
partition,6.0,7.5e-06
coefficient,1.0,1.25e-06
adenine,1.0,1.25e-06
ethynyl,1.0,1.25e-06
linearity,1.0,1.25e-06
lyn,4.0,5e-06
bromo,1.0,1.25e-06
chloro,1.0,1.25e-06
countered,2.0,2.5e-06
pyridine,3.0,3.75e-06
hydrophilic,1.0,1.25e-06
pyrrolidine,1.0,1.25e-06
derivatives,4.0,5e-06
unrivalled,1.0,1.25e-06
thiazol,1.0,1.25e-06
thiadiazole,3.0,3.75e-06
toluene,1.0,1.25e-06
nitrogens,1.0,1.25e-06
thiophene,1.0,1.25e-06
nicely,1.0,1.25e-06
ala,2.0,2.5e-06
thiazole,1.0,1.25e-06
analog,6.0,7.5e-06
leukemias,1.0,1.25e-06
metastatic,1.0,1.25e-06
bestseller,1.0,1.25e-06
peloponnesian,4.0,5e-06
socrates,7.0,8.75e-06
alexias,10.0,1.25e-05
debutantes,1.0,1.25e-06
wooed,1.0,1.25e-06
myron,1.0,1.25e-06
traits,5.0,6.25e-06
pederasty,1.0,1.25e-06
ephebe,1.0,1.25e-06
adolescent,2.0,2.5e-06
lysis,7.0,8.75e-06
tyrants,1.0,1.25e-06
blasphemy,1.0,1.25e-06
sowing,1.0,1.25e-06
plato,2.0,2.5e-06
dialogues,1.0,1.25e-06
phaedo,3.0,3.75e-06
alcibiades,2.0,2.5e-06
sacrilege,2.0,2.5e-06
resurgent,2.0,2.5e-06
tyranny,3.0,3.75e-06
exiles,2.0,2.5e-06
liberate,1.0,1.25e-06
munychia,1.0,1.25e-06
postscript,1.0,1.25e-06
mores,1.0,1.25e-06
symposia,3.0,3.75e-06
gorgeous,1.0,1.25e-06
elegiac,2.0,2.5e-06
movable,3.0,3.75e-06
intangible,3.0,3.75e-06
bullfighting,3.0,3.75e-06
busted,1.0,1.25e-06
minoan,3.0,3.75e-06
spindle,1.0,1.25e-06
whorls,5.0,6.25e-06
weaving,1.0,1.25e-06
sleeved,1.0,1.25e-06
votive,1.0,1.25e-06
farmsteads,1.0,1.25e-06
packings,1.0,1.25e-06
carpetbaggers,1.0,1.25e-06
yankee,4.0,5e-06
devious,1.0,1.25e-06
rancher,1.0,1.25e-06
hatches,1.0,1.25e-06
impresses,1.0,1.25e-06
vaquero,1.0,1.25e-06
rustling,1.0,1.25e-06
usurious,1.0,1.25e-06
cinch,9.0,1.125e-05
minions,1.0,1.25e-06
disillusioned,1.0,1.25e-06
grabs,2.0,2.5e-06
enlisting,2.0,2.5e-06
embittered,2.0,2.5e-06
provoke,2.0,2.5e-06
hoards,1.0,1.25e-06
assuredly,1.0,1.25e-06
leaden,1.0,1.25e-06
hearties,2.0,2.5e-06
hardiest,1.0,1.25e-06
personable,1.0,1.25e-06
hostess,4.0,5e-06
salvages,1.0,1.25e-06
stalwart,1.0,1.25e-06
psychotic,2.0,2.5e-06
heaves,1.0,1.25e-06
colourful,1.0,1.25e-06
stained,3.0,3.75e-06
brasilia,1.0,1.25e-06
stylist,1.0,1.25e-06
fabrics,1.0,1.25e-06
kappa,5.0,6.25e-06
gassed,1.0,1.25e-06
aspen,2.0,2.5e-06
monarchs,2.0,2.5e-06
lavant,1.0,1.25e-06
flint,6.0,7.5e-06
quoins,1.0,1.25e-06
dressings,1.0,1.25e-06
sensitively,1.0,1.25e-06
demesne,1.0,1.25e-06
shillings,5.0,6.25e-06
remodelled,1.0,1.25e-06
walled,1.0,1.25e-06
glasshouses,2.0,2.5e-06
yew,1.0,1.25e-06
silesian,2.0,2.5e-06
ave,2.0,2.5e-06
aal,2.0,2.5e-06
lightning,6.0,7.5e-06
stallions,2.0,2.5e-06
gladiators,2.0,2.5e-06
recallable,1.0,1.25e-06
reassignment,4.0,5e-06
thong,1.0,1.25e-06
pollock,38.0,4.75e-05
walleye,1.0,1.25e-06
gadus,2.0,2.5e-06
gadidae,1.0,1.25e-06
speckled,1.0,1.25e-06
coloring,1.0,1.25e-06
nutrients,1.0,1.25e-06
phytoplankton,1.0,1.25e-06
gadids,1.0,1.25e-06
foraging,6.0,7.5e-06
alaskan,3.0,3.75e-06
pollocks,7.0,8.75e-06
copepods,2.0,2.5e-06
wintertime,1.0,1.25e-06
calorie,1.0,1.25e-06
diel,1.0,1.25e-06
abundantly,1.0,1.25e-06
planktonic,2.0,2.5e-06
palatable,1.0,1.25e-06
quota,2.0,2.5e-06
allowable,1.0,1.25e-06
halibut,1.0,1.25e-06
salmon,7.0,8.75e-06
humpback,1.0,1.25e-06
whales,6.0,7.5e-06
trawling,1.0,1.25e-06
seabed,1.0,1.25e-06
fishery,3.0,3.75e-06
trawled,1.0,1.25e-06
aleutian,1.0,1.25e-06
whiter,1.0,1.25e-06
fillets,2.0,2.5e-06
layered,3.0,3.75e-06
breaded,2.0,2.5e-06
battered,3.0,3.75e-06
minced,1.0,1.25e-06
crabmeat,1.0,1.25e-06
crispy,1.0,1.25e-06
batter,2.0,2.5e-06
thawing,1.0,1.25e-06
outnumbers,1.0,1.25e-06
culinary,4.0,5e-06
salted,1.0,1.25e-06
spicy,1.0,1.25e-06
cods,1.0,1.25e-06
canned,1.0,1.25e-06
punjabi,2.0,2.5e-06
maharaja,5.0,6.25e-06
cane,7.0,8.75e-06
kilometer,2.0,2.5e-06
capitals,5.0,6.25e-06
sardar,1.0,1.25e-06
lags,1.0,1.25e-06
adder,2.0,2.5e-06
insolation,1.0,1.25e-06
transliterated,2.0,2.5e-06
poti,1.0,1.25e-06
colchis,1.0,1.25e-06
ethos,1.0,1.25e-06
gowns,1.0,1.25e-06
hb,4.0,5e-06
maths,1.0,1.25e-06
faraday,1.0,1.25e-06
pieridae,1.0,1.25e-06
chamaecrista,1.0,1.25e-06
hypericum,1.0,1.25e-06
breaststroke,3.0,3.75e-06
lazar,11.0,1.375e-05
prelims,1.0,1.25e-06
presidente,2.0,2.5e-06
swan,5.0,6.25e-06
sheerness,1.0,1.25e-06
refit,1.0,1.25e-06
delisted,2.0,2.5e-06
waratah,1.0,1.25e-06
constantine,6.0,7.5e-06
disinherit,1.0,1.25e-06
skanda,1.0,1.25e-06
eludes,1.0,1.25e-06
slung,1.0,1.25e-06
shipboard,1.0,1.25e-06
stowage,1.0,1.25e-06
skid,2.0,2.5e-06
undercarriage,1.0,1.25e-06
flotation,1.0,1.25e-06
btl,1.0,1.25e-06
popularly,4.0,5e-06
fluted,1.0,1.25e-06
ionic,4.0,5e-06
bode,1.0,1.25e-06
tors,1.0,1.25e-06
topmost,1.0,1.25e-06
chiselled,1.0,1.25e-06
thor,4.0,5e-06
connexion,1.0,1.25e-06
trig,4.0,5e-06
trigonometric,2.0,2.5e-06
millennia,1.0,1.25e-06
unhewn,2.0,2.5e-06
terraced,1.0,1.25e-06
edging,1.0,1.25e-06
colloquially,3.0,3.75e-06
digs,1.0,1.25e-06
rumour,2.0,2.5e-06
tenable,1.0,1.25e-06
rampart,4.0,5e-06
unscientific,1.0,1.25e-06
hut,17.0,2.125e-05
forester,3.0,3.75e-06
cairn,1.0,1.25e-06
eroded,3.0,3.75e-06
blinded,2.0,2.5e-06
superstition,1.0,1.25e-06
townsfolk,1.0,1.25e-06
ballast,1.0,1.25e-06
knacker,1.0,1.25e-06
incline,1.0,1.25e-06
cableway,1.0,1.25e-06
pylons,1.0,1.25e-06
checkpoint,1.0,1.25e-06
ombre,3.0,3.75e-06
minot,9.0,1.125e-05
detests,1.0,1.25e-06
framer,1.0,1.25e-06
myeloid,1.0,1.25e-06
rumor,2.0,2.5e-06
fabricate,1.0,1.25e-06
mafia,7.0,8.75e-06
garrotte,1.0,1.25e-06
mafioso,2.0,2.5e-06
executes,1.0,1.25e-06
acknowledges,1.0,1.25e-06
spits,1.0,1.25e-06
climactic,1.0,1.25e-06
implausibly,1.0,1.25e-06
hydropower,6.0,7.5e-06
scraper,1.0,1.25e-06
marginally,3.0,3.75e-06
flintlock,1.0,1.25e-06
muskets,1.0,1.25e-06
flints,1.0,1.25e-06
curtly,1.0,1.25e-06
couched,1.0,1.25e-06
ferriage,1.0,1.25e-06
thoroughfare,1.0,1.25e-06
leaky,1.0,1.25e-06
flatboat,1.0,1.25e-06
pontoon,1.0,1.25e-06
forded,2.0,2.5e-06
swam,1.0,1.25e-06
unserviceable,1.0,1.25e-06
encampment,1.0,1.25e-06
federals,23.0,2.875e-05
brunt,1.0,1.25e-06
sharps,1.0,1.25e-06
confederates,18.0,2.25e-05
beech,26.0,3.25e-05
overrun,3.0,3.75e-06
paroled,3.0,3.75e-06
bolivar,1.0,1.25e-06
wreak,2.0,2.5e-06
foreseeable,1.0,1.25e-06
daybreak,2.0,2.5e-06
thinly,1.0,1.25e-06
brig,1.0,1.25e-06
adolph,2.0,2.5e-06
engelmann,2.0,2.5e-06
intend,2.0,2.5e-06
attentions,2.0,2.5e-06
reassembled,1.0,1.25e-06
munitioned,1.0,1.25e-06
trenton,12.0,1.5e-05
caissons,4.0,5e-06
forthwith,1.0,1.25e-06
skirmish,1.0,1.25e-06
adjutant,3.0,3.75e-06
unconditional,8.0,1e-05
unswung,1.0,1.25e-06
countrymen,1.0,1.25e-06
culprits,1.0,1.25e-06
negroes,1.0,1.25e-06
pows,3.0,3.75e-06
commissary,1.0,1.25e-06
gv,1.0,1.25e-06
firefight,1.0,1.25e-06
bottoms,2.0,2.5e-06
fluttering,1.0,1.25e-06
trestles,2.0,2.5e-06
beleaguered,1.0,1.25e-06
encamped,3.0,3.75e-06
haste,3.0,3.75e-06
parole,1.0,1.25e-06
northernmost,1.0,1.25e-06
trestle,2.0,2.5e-06
demolishing,1.0,1.25e-06
encamping,1.0,1.25e-06
clarksville,1.0,1.25e-06
impassable,2.0,2.5e-06
potholes,1.0,1.25e-06
sleet,1.0,1.25e-06
fatigued,1.0,1.25e-06
risking,1.0,1.25e-06
speedily,1.0,1.25e-06
fence,1.0,1.25e-06
ardor,1.0,1.25e-06
enfilade,1.0,1.25e-06
notifying,1.0,1.25e-06
rejoining,1.0,1.25e-06
dispersing,3.0,3.75e-06
gunners,9.0,1.125e-05
fray,2.0,2.5e-06
regroup,1.0,1.25e-06
ammo,1.0,1.25e-06
hors,1.0,1.25e-06
vaguely,2.0,2.5e-06
worded,1.0,1.25e-06
mousetail,1.0,1.25e-06
purdy,1.0,1.25e-06
jacks,4.0,5e-06
tore,1.0,1.25e-06
asunder,1.0,1.25e-06
ply,2.0,2.5e-06
annals,10.0,1.25e-05
affluent,3.0,3.75e-06
skirmishes,4.0,5e-06
stockades,1.0,1.25e-06
blankets,2.0,2.5e-06
knapsacks,1.0,1.25e-06
seasoned,1.0,1.25e-06
dentistry,6.0,7.5e-06
tn,2.0,2.5e-06
preclinical,1.0,1.25e-06
suction,1.0,1.25e-06
manikin,1.0,1.25e-06
biochemistry,1.0,1.25e-06
radiology,2.0,2.5e-06
embezzled,1.0,1.25e-06
reimbursement,1.0,1.25e-06
alberta,16.0,2e-05
maxillofacial,1.0,1.25e-06
periodontology,1.0,1.25e-06
prosthodontics,1.0,1.25e-06
orthodontics,1.0,1.25e-06
langley,3.0,3.75e-06
spinetail,1.0,1.25e-06
furnariidae,1.0,1.25e-06
pastureland,1.0,1.25e-06
overran,4.0,5e-06
bumper,2.0,2.5e-06
escalator,2.0,2.5e-06
derailed,1.0,1.25e-06
overshoot,2.0,2.5e-06
hampered,1.0,1.25e-06
lobbied,2.0,2.5e-06
mobilization,1.0,1.25e-06
totalitarian,1.0,1.25e-06
pato,2.0,2.5e-06
acad,1.0,1.25e-06
centennial,4.0,5e-06
instructors,2.0,2.5e-06
sturdy,1.0,1.25e-06
ceramist,1.0,1.25e-06
dexter,1.0,1.25e-06
planar,1.0,1.25e-06
archie,17.0,2.125e-05
verona,6.0,7.5e-06
sessional,1.0,1.25e-06
banff,1.0,1.25e-06
cooley,2.0,2.5e-06
deflections,2.0,2.5e-06
lineman,3.0,3.75e-06
voodoo,1.0,1.25e-06
floruit,1.0,1.25e-06
consort,4.0,5e-06
inca,3.0,3.75e-06
sapa,1.0,1.25e-06
harem,3.0,3.75e-06
quito,2.0,2.5e-06
executors,2.0,2.5e-06
disapproval,3.0,3.75e-06
faltering,1.0,1.25e-06
disloyalty,1.0,1.25e-06
coca,1.0,1.25e-06
concubine,1.0,1.25e-06
reproaching,1.0,1.25e-06
predicament,4.0,5e-06
misdeeds,1.0,1.25e-06
slapped,1.0,1.25e-06
perfumes,2.0,2.5e-06
antonymy,1.0,1.25e-06
dresses,3.0,3.75e-06
wigs,1.0,1.25e-06
striped,1.0,1.25e-06
routines,1.0,1.25e-06
modulating,1.0,1.25e-06
lip,5.0,6.25e-06
craftsman,3.0,3.75e-06
flugelhorn,1.0,1.25e-06
depress,1.0,1.25e-06
classically,3.0,3.75e-06
improvisations,1.0,1.25e-06
cleridae,1.0,1.25e-06
leans,1.0,1.25e-06
coronets,1.0,1.25e-06
lavender,1.0,1.25e-06
oscars,1.0,1.25e-06
basil,1.0,1.25e-06
saraband,1.0,1.25e-06
vips,1.0,1.25e-06
goalkeeping,2.0,2.5e-06
wehner,1.0,1.25e-06
altarpiece,1.0,1.25e-06
oratory,1.0,1.25e-06
duomo,1.0,1.25e-06
shellpot,2.0,2.5e-06
brandywine,2.0,2.5e-06
suburbanized,1.0,1.25e-06
turtle,3.0,3.75e-06
skilpot,1.0,1.25e-06
strand,5.0,6.25e-06
solidify,1.0,1.25e-06
starvation,2.0,2.5e-06
garderobe,1.0,1.25e-06
absentee,1.0,1.25e-06
landlords,2.0,2.5e-06
decayed,2.0,2.5e-06
workhouse,2.0,2.5e-06
flowed,1.0,1.25e-06
straightened,1.0,1.25e-06
demountable,1.0,1.25e-06
acequia,4.0,5e-06
eighteens,1.0,1.25e-06
zoned,1.0,1.25e-06
landforms,1.0,1.25e-06
playa,2.0,2.5e-06
oblong,1.0,1.25e-06
summertime,1.0,1.25e-06
onetime,1.0,1.25e-06
atelier,1.0,1.25e-06
promontories,1.0,1.25e-06
gliding,2.0,2.5e-06
wintering,3.0,3.75e-06
presences,1.0,1.25e-06
uphold,4.0,5e-06
circulates,1.0,1.25e-06
batsman,3.0,3.75e-06
carone,8.0,1e-05
vitis,1.0,1.25e-06
vinifera,1.0,1.25e-06
grape,3.0,3.75e-06
pinot,4.0,5e-06
winemaker,2.0,2.5e-06
winemaking,7.0,8.75e-06
agricole,1.0,1.25e-06
needing,4.0,5e-06
labours,1.0,1.25e-06
whig,5.0,6.25e-06
kinesiology,1.0,1.25e-06
splash,2.0,2.5e-06
machinist,1.0,1.25e-06
occidental,1.0,1.25e-06
burundi,1.0,1.25e-06
hurricanes,3.0,3.75e-06
cyclone,2.0,2.5e-06
impacted,2.0,2.5e-06
costliest,1.0,1.25e-06
tolls,1.0,1.25e-06
drownings,1.0,1.25e-06
windblown,1.0,1.25e-06
daur,6.0,7.5e-06
apricot,1.0,1.25e-06
lieu,3.0,3.75e-06
alight,2.0,2.5e-06
khitan,2.0,2.5e-06
enthusiastically,3.0,3.75e-06
morin,3.0,3.75e-06
experimenting,1.0,1.25e-06
adhering,1.0,1.25e-06
minimalism,1.0,1.25e-06
painterly,1.0,1.25e-06
miriam,2.0,2.5e-06
devastator,3.0,3.75e-06
veterinarian,2.0,2.5e-06
probated,1.0,1.25e-06
linyphiidae,1.0,1.25e-06
capra,1.0,1.25e-06
buddies,1.0,1.25e-06
chooses,3.0,3.75e-06
coppa,1.0,1.25e-06
penultimate,1.0,1.25e-06
genoa,2.0,2.5e-06
blockheads,1.0,1.25e-06
ostracod,1.0,1.25e-06
silurian,3.0,3.75e-06
alimentary,1.0,1.25e-06
shelled,1.0,1.25e-06
arthropod,1.0,1.25e-06
southerly,2.0,2.5e-06
heck,10.0,1.25e-05
halide,3.0,3.75e-06
alkene,9.0,1.125e-05
alkenes,4.0,5e-06
iodobenzene,1.0,1.25e-06
styrene,1.0,1.25e-06
stilbene,1.0,1.25e-06
autoclave,1.0,1.25e-06
potassium,3.0,3.75e-06
acetate,6.0,7.5e-06
catalysis,1.0,1.25e-06
halides,4.0,5e-06
stoichiometric,1.0,1.25e-06
hindered,1.0,1.25e-06
solvent,1.0,1.25e-06
phosphine,1.0,1.25e-06
catalyzed,1.0,1.25e-06
triethylamine,3.0,3.75e-06
carbonate,3.0,3.75e-06
aryl,5.0,6.25e-06
benzyl,1.0,1.25e-06
acrylates,1.0,1.25e-06
triphenylphosphine,3.0,3.75e-06
oxidized,1.0,1.25e-06
oxidative,1.0,1.25e-06
inserts,3.0,3.75e-06
bromide,1.0,1.25e-06
syn,1.0,1.25e-06
torsional,1.0,1.25e-06
isomer,1.0,1.25e-06
reductive,1.0,1.25e-06
stoichiometrically,1.0,1.25e-06
wacker,1.0,1.25e-06
alkyne,1.0,1.25e-06
boronic,1.0,1.25e-06
stannane,1.0,1.25e-06
organozinc,1.0,1.25e-06
bulky,3.0,3.75e-06
sunscreen,1.0,1.25e-06
octyl,1.0,1.25e-06
brominated,1.0,1.25e-06
naphthalene,1.0,1.25e-06
ethylene,1.0,1.25e-06
phosphorus,1.0,1.25e-06
immobilized,1.0,1.25e-06
cavities,1.0,1.25e-06
gel,2.0,2.5e-06
substituent,1.0,1.25e-06
oxime,1.0,1.25e-06
reacts,1.0,1.25e-06
intramolecularly,1.0,1.25e-06
diene,1.0,1.25e-06
infiltrates,1.0,1.25e-06
hulk,4.0,5e-06
stroud,1.0,1.25e-06
shear,6.0,7.5e-06
kang,4.0,5e-06
ignatius,1.0,1.25e-06
educationalist,1.0,1.25e-06
aloysius,2.0,2.5e-06
haunch,10.0,1.25e-05
venison,10.0,1.25e-05
steinberger,1.0,1.25e-06
burlington,2.0,2.5e-06
expressionism,2.0,2.5e-06
saul,2.0,2.5e-06
barr,2.0,2.5e-06
cindy,2.0,2.5e-06
giveaway,1.0,1.25e-06
impeachment,1.0,1.25e-06
impeached,1.0,1.25e-06
fec,1.0,1.25e-06
jab,1.0,1.25e-06
resorting,1.0,1.25e-06
keynesian,1.0,1.25e-06
debs,1.0,1.25e-06
wingers,1.0,1.25e-06
marxists,1.0,1.25e-06
democratization,1.0,1.25e-06
questionnaire,1.0,1.25e-06
unveil,1.0,1.25e-06
compassion,1.0,1.25e-06
empathy,1.0,1.25e-06
maggie,3.0,3.75e-06
concession,3.0,3.75e-06
endeavors,1.0,1.25e-06
indefinite,2.0,2.5e-06
scaling,1.0,1.25e-06
awaken,1.0,1.25e-06
cocking,12.0,1.5e-05
swayed,1.0,1.25e-06
theorized,1.0,1.25e-06
hoops,3.0,3.75e-06
balloon,9.0,1.125e-05
vauxhall,2.0,2.5e-06
parachuting,2.0,2.5e-06
fete,1.0,1.25e-06
gaily,1.0,1.25e-06
cocks,1.0,1.25e-06
ascent,2.0,2.5e-06
apparatus,4.0,5e-06
plunged,2.0,2.5e-06
parachutes,3.0,3.75e-06
flimsy,1.0,1.25e-06
stitching,1.0,1.25e-06
balloonist,1.0,1.25e-06
steadier,1.0,1.25e-06
oscillation,3.0,3.75e-06
harness,2.0,2.5e-06
safer,3.0,3.75e-06
interdiction,1.0,1.25e-06
pontianak,4.0,5e-06
disestablishment,1.0,1.25e-06
salome,20.0,2.5e-05
didie,2.0,2.5e-06
javanese,3.0,3.75e-06
expatriate,1.0,1.25e-06
academie,1.0,1.25e-06
occupiers,1.0,1.25e-06
malay,2.0,2.5e-06
reinstate,1.0,1.25e-06
sumatra,2.0,2.5e-06
federalists,3.0,3.75e-06
conspire,2.0,2.5e-06
westerling,2.0,2.5e-06
inspectors,1.0,1.25e-06
infiltrated,2.0,2.5e-06
incarceration,1.0,1.25e-06
botched,1.0,1.25e-06
abortive,1.0,1.25e-06
aborted,3.0,3.75e-06
undermining,2.0,2.5e-06
agitation,6.0,7.5e-06
demobilised,1.0,1.25e-06
makassar,1.0,1.25e-06
sultana,2.0,2.5e-06
scholarships,5.0,6.25e-06
tracts,1.0,1.25e-06
theorems,1.0,1.25e-06
sociable,1.0,1.25e-06
shy,2.0,2.5e-06
dover,10.0,1.25e-05
brant,2.0,2.5e-06
guelph,3.0,3.75e-06
kitchener,3.0,3.75e-06
pipers,1.0,1.25e-06
springtime,1.0,1.25e-06
upheaval,3.0,3.75e-06
endowment,2.0,2.5e-06
nonesuch,1.0,1.25e-06
argo,1.0,1.25e-06
seismically,1.0,1.25e-06
earthquakes,1.0,1.25e-06
californicus,1.0,1.25e-06
wasp,2.0,2.5e-06
galls,8.0,1e-05
lobata,2.0,2.5e-06
wasps,5.0,6.25e-06
stout,3.0,3.75e-06
filiform,1.0,1.25e-06
cynipid,1.0,1.25e-06
parthenogenesis,1.0,1.25e-06
cambium,1.0,1.25e-06
overwinter,2.0,2.5e-06
twig,1.0,1.25e-06
parasitoids,2.0,2.5e-06
ovipositor,1.0,1.25e-06
desiccate,1.0,1.25e-06
pupate,1.0,1.25e-06
manche,3.0,3.75e-06
quitting,1.0,1.25e-06
ousted,1.0,1.25e-06
boga,1.0,1.25e-06
unseat,1.0,1.25e-06
mediators,1.0,1.25e-06
exacerbating,1.0,1.25e-06
embezzling,1.0,1.25e-06
favoritism,1.0,1.25e-06
hastily,3.0,3.75e-06
eyebrows,1.0,1.25e-06
constitutionally,1.0,1.25e-06
swearing,1.0,1.25e-06
concordat,4.0,5e-06
antipope,1.0,1.25e-06
savoy,2.0,2.5e-06
legate,3.0,3.75e-06
manifestly,1.0,1.25e-06
sage,4.0,5e-06
puyallup,1.0,1.25e-06
recasting,1.0,1.25e-06
ringing,1.0,1.25e-06
frankenstein,1.0,1.25e-06
bookcase,1.0,1.25e-06
eras,2.0,2.5e-06
chippendale,1.0,1.25e-06
hinged,1.0,1.25e-06
closable,1.0,1.25e-06
desks,2.0,2.5e-06
unmovable,1.0,1.25e-06
rolltop,1.0,1.25e-06
handcrafted,1.0,1.25e-06
seashell,1.0,1.25e-06
levers,2.0,2.5e-06
sliders,1.0,1.25e-06
lopers,1.0,1.25e-06
manually,2.0,2.5e-06
fuelled,1.0,1.25e-06
paddles,1.0,1.25e-06
fins,3.0,3.75e-06
sustainer,1.0,1.25e-06
venturis,1.0,1.25e-06
heer,1.0,1.25e-06
firings,1.0,1.25e-06
chantilly,1.0,1.25e-06
banco,3.0,3.75e-06
romano,1.0,1.25e-06
reaped,1.0,1.25e-06
cyanogen,1.0,1.25e-06
ripple,1.0,1.25e-06
infantryman,1.0,1.25e-06
rangefinder,1.0,1.25e-06
microwave,1.0,1.25e-06
sensing,1.0,1.25e-06
gloves,1.0,1.25e-06
pr,2.0,2.5e-06
ergonomic,1.0,1.25e-06
mockups,1.0,1.25e-06
jeunesse,1.0,1.25e-06
turritella,1.0,1.25e-06
turritellidae,1.0,1.25e-06
snooker,19.0,2.375e-05
stylised,1.0,1.25e-06
retailer,3.0,3.75e-06
sells,9.0,1.125e-05
turnover,1.0,1.25e-06
stead,1.0,1.25e-06
donates,1.0,1.25e-06
electrician,1.0,1.25e-06
worries,2.0,2.5e-06
ramsey,6.0,7.5e-06
spotless,1.0,1.25e-06
arrogant,3.0,3.75e-06
insubordination,1.0,1.25e-06
indiscipline,1.0,1.25e-06
backhander,1.0,1.25e-06
packet,1.0,1.25e-06
tosh,1.0,1.25e-06
invalided,2.0,2.5e-06
reding,2.0,2.5e-06
astute,1.0,1.25e-06
cid,16.0,2e-05
fraught,1.0,1.25e-06
conscientious,2.0,2.5e-06
spotting,2.0,2.5e-06
undercover,14.0,1.75e-05
burnside,6.0,7.5e-06
disgraced,2.0,2.5e-06
magenta,1.0,1.25e-06
wray,9.0,1.125e-05
resilience,2.0,2.5e-06
lads,1.0,1.25e-06
sharpness,1.0,1.25e-06
toughness,1.0,1.25e-06
tankard,1.0,1.25e-06
parting,1.0,1.25e-06
flier,1.0,1.25e-06
cass,3.0,3.75e-06
bubbly,1.0,1.25e-06
addict,3.0,3.75e-06
charisma,1.0,1.25e-06
blended,1.0,1.25e-06
comatose,1.0,1.25e-06
irishman,2.0,2.5e-06
macho,3.0,3.75e-06
protectors,1.0,1.25e-06
fairer,2.0,2.5e-06
unreconstructed,1.0,1.25e-06
lad,3.0,3.75e-06
gentle,6.0,7.5e-06
barbarian,2.0,2.5e-06
brightest,3.0,3.75e-06
guile,1.0,1.25e-06
sophistication,2.0,2.5e-06
wiles,2.0,2.5e-06
punched,2.0,2.5e-06
teds,2.0,2.5e-06
